V_ce,CaseTemp,CycleCount
1.7278571428571428,90.09302326,1
1.7257142857142858,90.10797099166238,2
1.7235714285714285,90.12291872332477,3
1.7214285714285713,90.13786645498716,4
1.7192857142857143,90.15281418664955,5
1.717142857142857,90.16776191831194,6
1.7149999999999999,90.18270964997433,7
1.7128571428571429,90.19765738163672,8
1.7107142857142856,90.21260511329912,9
1.7085714285714286,90.22755284496151,10
1.7064285714285714,90.2425005766239,11
1.7042857142857142,90.25744830828629,12
1.7021428571428572,90.27239603994867,13
1.7,90.28734377161106,14
1.7,90.30229150327345,15
1.7,90.31723923493584,16
1.7,90.31829476265452,17
1.7,90.30180583651291,18
1.7,90.28531691037131,19
1.7,90.2688279842297,20
1.7,90.25233905808811,21
1.7,90.2358501319465,22
1.7,90.2193612058049,23
1.7,90.2028722796633,24
1.7,90.18638335352169,25
1.7,90.1698944273801,26
1.7,90.1534055012385,27
1.7,90.13691657509689,28
1.6985714285714286,90.12042764895529,29
1.697142857142857,90.1039387228137,30
1.6957142857142857,90.11602833677686,31
1.6942857142857142,90.13708696462388,32
1.6928571428571428,90.15814559247087,33
1.6914285714285713,90.17920422031789,34
1.69,90.20026284816488,35
1.6885714285714286,90.2213214760119,36
1.687142857142857,90.24238010385889,37
1.6857142857142857,90.2634387317059,38
1.6842857142857142,90.2844973595529,39
1.6828571428571428,90.30555598739991,40
1.6814285714285713,90.32661461524691,41
1.68,90.34767324309392,42
1.6778571428571427,90.36873187094092,43
1.6757142857142857,90.35495016330495,44
1.6735714285714285,90.33455149275413,45
1.6714285714285713,90.3141528222033,46
1.6692857142857143,90.29375415165248,47
1.667142857142857,90.27335548110165,48
1.665,90.25295681055083,49
1.6628571428571428,90.23255814,50
1.6607142857142856,90.21215946944916,51
1.6585714285714286,90.19176079889834,52
1.6564285714285714,90.17136212834751,53
1.6542857142857141,90.15096345779669,54
1.6521428571428571,90.13056478724586,55
1.65,90.11016611669504,56
1.6514285714285712,90.09546512043514,57
1.6528571428571428,90.11076412361957,58
1.6542857142857141,90.126063126804,59
1.6557142857142857,90.14136212998844,60
1.657142857142857,90.15666113317288,61
1.6585714285714286,90.1719601363573,62
1.66,90.18725913954174,63
1.6614285714285713,90.20255814272616,64
1.6628571428571428,90.2178571459106,65
1.6642857142857141,90.23315614909504,66
1.6657142857142857,90.24845515227946,67
1.667142857142857,90.2637541554639,68
1.6685714285714286,90.27905315864832,69
1.67,90.29832558350203,70
1.67,90.31760232730696,71
1.67,90.33687907111188,72
1.67,90.3561558149168,73
1.67,90.37543255872171,74
1.67,90.39470930252664,75
1.67,90.41398604633156,76
1.67,90.43326279013648,77
1.67,90.4525395339414,78
1.67,90.47181627774631,79
1.67,90.49109302155124,80
1.67,90.51036976535616,81
1.67,90.52964650916108,82
1.67,90.548923252966,83
1.67,90.56819999677091,84
1.6703571428571429,90.56585271018751,85
1.6707142857142856,90.55803321990716,86
1.6710714285714285,90.5502137296268,87
1.6714285714285715,90.54239423934645,88
1.6717857142857142,90.5345747490661,89
1.6721428571428572,90.52675525878574,90
1.6724999999999999,90.51893576850539,91
1.6728571428571428,90.51111627822502,92
1.6732142857142858,90.50329678794466,93
1.6735714285714285,90.49547729766431,94
1.6739285714285714,90.48765780738395,95
1.6742857142857144,90.4798383171036,96
1.674642857142857,90.47201882682324,97
1.675,90.46547508399125,98
1.6760714285714287,90.46853488478958,99
1.6771428571428573,90.47159468558792,100
1.6782142857142857,90.47465448638624,101
1.6792857142857143,90.47771428718457,102
1.6803571428571429,90.48077408798291,103
1.6814285714285715,90.48383388878123,104
1.6825,90.48689368957957,105
1.6835714285714285,90.4899534903779,106
1.684642857142857,90.49301329117623,107
1.6857142857142857,90.49607309197457,108
1.6867857142857143,90.49913289277289,109
1.6878571428571427,90.50219269357122,110
1.6889285714285713,90.50525249436956,111
1.69,90.50831229516788,112
1.6892857142857143,90.51137209596622,113
1.6885714285714286,90.50521879748125,114
1.6878571428571427,90.49822496717881,115
1.687142857142857,90.49123113687638,116
1.6864285714285714,90.48423730657396,117
1.6857142857142857,90.47724347627152,118
1.685,90.4702496459691,119
1.6842857142857142,90.46325581566667,120
1.6835714285714285,90.45626198536424,121
1.6828571428571428,90.44926815506182,122
1.6821428571428572,90.44227432475938,123
1.6814285714285713,90.43528049445696,124
1.6807142857142856,90.42828666415453,125
1.68,90.42129283385209,126
1.6814285714285713,90.41429900354967,127
1.6828571428571428,90.40730517324724,128
1.6842857142857142,90.40031134294482,129
