V_ce,CaseTemp,CycleCount
1.755725191,92.96650718,1
1.75458015275,92.96650718,2
1.7534351145,92.96650718,3
1.75229007625,92.96650718,4
1.751145038,92.96650718,5
1.74999999975,92.96650718,6
1.7488549615,92.96650718,7
1.74770992325,92.96650718,8
1.746564885,92.96650718,9
1.7473827694285713,92.96650718,10
1.7482006538571429,92.96779611661003,11
1.7490185382857142,92.97670149695433,12
1.7498364227142857,92.98560687729865,13
1.750654307142857,92.99451225764297,14
1.7514721915714286,93.00341763798727,15
1.752290076,93.01232301833159,16
1.7531079604285713,93.0212283986759,17
1.7539258448571429,93.0301337790202,18
1.7547437292857142,93.03903915936452,19
1.7555616137142858,93.04794453970884,20
1.756379498142857,93.05684992005314,21
1.7571973825714287,93.06575530039746,22
1.758015267,93.07466068074177,23
1.7553728712307692,93.08356606108607,24
1.7527304754615385,93.09247144143039,25
1.7500880796923077,93.1013768217747,26
1.747445683923077,93.10986557612964,27
1.7448032881538462,93.10293916919446,28
1.7421608923846155,93.09601276225928,29
1.7395184966153845,93.0890863553241,30
1.7368761008461537,93.08215994838892,31
1.734233705076923,93.07523354145374,32
1.7315913093076922,93.06830713451856,33
1.7289489135384615,93.06138072758337,34
1.7263065177692307,93.05445432064819,35
1.723664122,93.04752791371301,36
1.7230916028749999,93.04060150677783,37
1.72251908375,93.03367509984265,38
1.721946564625,93.02674869290747,39
1.7213740455,93.0198222859723,40
1.7208015263749998,93.01362497451908,41
1.72022900725,93.010161771054,42
1.719656488125,93.00669856758891,43
1.719083969,93.00323536412382,44
1.7208015262499998,92.99977216065875,45
1.7225190835,92.99630895719366,46
1.72423664075,92.99284575372857,47
1.725954198,92.9893825502635,48
1.7276717552499998,92.98591934679841,49
1.7293893125,92.98245614333332,50
1.73110686975,92.97899293986825,51
1.732824427,92.97552973640316,52
1.7333151576428572,92.97206653293807,53
1.7338058882857141,92.968603329473,54
1.7342966189285713,92.97374452466951,55
1.7347873495714285,92.99207913126342,56
1.7352780802142858,93.01041373785733,57
1.7357688108571427,93.02874834445123,58
1.7362595415,93.04708295104514,59
1.7367502721428572,93.06541755763905,60
1.7372410027857141,93.08375216423295,61
1.7377317334285713,93.10208677082686,62
1.7382224640714286,93.12042137742077,63
1.7387131947142858,93.13875598401467,64
1.7392039253571427,93.15709059060858,65
1.739694656,93.17542519720249,66
1.7400218097857143,93.19375980379638,67
1.7403489635714284,93.2170556293601,68
1.7406761173571428,93.24970869062258,69
1.7410032711428571,93.28236175188505,70
1.7413304249285715,93.31501481314753,71
1.7416575787142856,93.34766787441,72
1.7419847325,93.38032093567247,73
1.7423118862857143,93.41297399693495,74
1.7426390400714284,93.44562705819742,75
1.7429661938571428,93.4782801194599,76
1.7432933476428571,93.51093318072238,77
1.7436205014285715,93.54358624198484,78
1.7439476552142856,93.57623930324732,79
1.744274809,93.60889236450979,80
1.7440839693333334,93.64154542577226,81
1.7438931296666667,93.67419848703474,82
1.7437022899999999,93.70685154829721,83
1.7435114503333333,93.73284727343766,84
